species	rundate	headid	collection.date	population	position	Bdeadflowers	Bsingleseeds	Bsinglepappi	Bpappusseed	Beggcases	Ddeadflowers	Dsingleseeds	Dsinglepappi	Dpappusseed	Deggcases	Dtseeds	dissector	dissect.date	diameter 	intact.seeds	seed.id	plength	pwidth	drop.time	unattached.seeds 	cysts	stuck.seeds 	Aeggcases	Tseeds	Teggcases	seed.mass
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	1	17.6	18.4	2.02	11	0	112	0	181	0	0.0018
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	2	18.8	21.5	2.395	11	0	112	0	181	0	0.0025
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	3	16.7	26.9	2.725	11	0	112	0	181	0	0.0018
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	4	20.9	24.3	2.66	11	0	112	0	181	0	0.002
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	5	20	19.4	2.155	11	0	112	0	181	0	0.0017
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	6	28.6	16.2	3.63	11	0	112	0	181	0	NA
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	7	19.9	21.4	2.13	11	0	112	0	181	0	0.0026
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	8	19.4	24.4	2.4	11	0	112	0	181	0	0.0023
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	9	17.8	20.8	2	11	0	112	0	181	0	0.002
n	7/20/2007	23	7/15/2007	C	220	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/25/2007	37	58	10	19.3	20.9	2.33	11	0	112	0	181	0	0.0025
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	1	17.2	29.8	2.28	33	0	26	1	323	2	0.002
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	2	19.7	32.3	3.21	33	0	26	1	323	2	0.0023
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	3	15.6	32.7	2.78	33	0	26	1	323	2	0.0021
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	4	15.7	32.2	2.97	33	0	26	1	323	2	NA
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	5	15.5	35.4	2.915	33	0	26	1	323	2	0.0021
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	6	15.3	33.4	3.455	33	0	26	1	323	2	0.0019
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	7	18.5	30.8	3.13	33	0	26	1	323	2	0.002
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	8	15.8	21.7	2.35	33	0	26	1	323	2	0.0018
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	9	15.9	33.2	2.74	33	0	26	1	323	2	0.002
n	7/20/2007	24	7/15/2007	C	500	282	53	103	177	0	26	13	17	3	1	16	Rick.Pongrance	4/29/2008	35.1	18	10	15.7	29.3	2.76	33	0	26	1	323	2	0.0021
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	1	22.2	22.3	2.4	0	0	18	3	112	3	0.0018
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	2	18.6	20.5	2.53	0	0	18	3	112	3	0.0012
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	3	20.7	23.7	2.22	0	0	18	3	112	3	0.0013
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	4	18.9	20.5	2.14	0	0	18	3	112	3	0.0012
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	5	21.9	21	2.4	0	0	18	3	112	3	0.002
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	6	22.9	22.6	2.64	0	0	18	3	112	3	0.002
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	7	22.8	21.5	2.83	0	0	18	3	112	3	0.0013
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	8	20.5	24.6	2.34	0	0	18	3	112	3	0.0019
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	9	21.1	23.5	2.65	0	0	18	3	112	3	0.0019
n	7/20/2007	25	7/15/2007	C	320	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	2/6/2008	31	94	10	21.9	23.7	2.76	0	0	18	3	112	3	0.002
n	7/20/2007	26	7/15/2007	C	500	176	124	124	43	0	7	2	7	3	0	5	Brosi.Bradley	5/14/2008	29.6	2	1	19	29.3	2.5	16	0	5	1	195	1	0.0022
n	7/20/2007	26	7/15/2007	C	500	176	124	124	43	0	7	2	7	3	0	5	Brosi.Bradley	5/14/2008	29.6	2	2	16.9	24.2	3.14	16	0	5	1	195	1	0.0009
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	1	19.1	29.4	2.63	4	0	2	2	156	2	0.0027
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	2	17.7	23.6	2.19	4	0	2	2	156	2	0.0025
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	3	20.2	29.5	2.5	4	0	2	2	156	2	0.0028
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	4	18.9	28.7	2.94	4	0	2	2	156	2	0.0026
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	5	18	31.8	2.67	4	0	2	2	156	2	0.003
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	6	17.5	32.2	2.86	4	0	2	2	156	2	0.0024
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	7	18.4	23.8	2.23	4	0	2	2	156	2	0.0024
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	8	17.2	22.7	3.06	4	0	2	2	156	2	0.0011
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	9	18.4	24.6	2.3	4	0	2	2	156	2	0.0025
n	7/20/2007	27	7/15/2007	C	100	155	63	66	50	0	9	19	20	3	0	22	Caitlin.Sullivan	10/25/2007	31.1	15	10	19.4	32	3	4	0	2	2	156	2	0.0029
n	7/20/2007	28	7/15/2007	C	100	2	0	0	0	0	0	0	0	0	0	0	Steph.Freed	1/23/2008	44.2	1	1	16.1	17.2	1.41	0	16	4	13	5	13	0.002
n	7/20/2007	29	7/15/2007	C	200	202	187	186	20	0	35	25	36	2	0	27	Caitlin.Sullivan	10/25/2007	34.1	25	3	16.5	19.4	1.97	35	0	10	4	304	4	0.0017
n	7/20/2007	29	7/15/2007	C	200	202	187	186	20	0	35	25	36	2	0	27	Caitlin.Sullivan	10/25/2007	34.1	25	5	16.1	24.1	2.8	35	0	10	4	304	4	0.0019
n	7/20/2007	29	7/15/2007	C	200	202	187	186	20	0	35	25	36	2	0	27	Caitlin.Sullivan	10/25/2007	34.1	25	10	17.3	28.1	3.2	35	0	10	4	304	4	0.0025
n	7/20/2007	30	7/15/2007	C	100	0	0	0	0	0	0	0	0	0	0	0	Matt.Jennis	10/24/2007	44.4	0	NA	NA	NA	NA	9	25	0	NA	9	NA	NA
n	7/20/2007	31	7/15/2007	C	100	0	0	0	0	0	2	1	1	0	0	1	Matt.Jennis	10/24/2007	42.7	0	NA	NA	NA	NA	0	27	0	NA	1	NA	NA
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	1	14.1	18.4	2.135	3	0	0	4	80	4	0.0012
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	2	12.9	14.6	1.78	3	0	0	4	80	4	0.001
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	3	14	18.2	2.47	3	0	0	4	80	4	0.0015
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	4	13.9	17.1	2.41	3	0	0	4	80	4	0.001
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	5	14.5	19.1	2.6	3	0	0	4	80	4	0.0013
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	6	12.3	17.1	2.71	3	0	0	4	80	4	0.0014
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	7	14.3	13.7	2.68	3	0	0	4	80	4	0.0009
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	8	15.7	22.4	3.83	3	0	0	4	80	4	0.001
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	9	15	18.1	2.22	3	0	0	4	80	4	0.0015
n	7/20/2007	32	7/15/2007	C	300	57	8	11	40	0	10	0	0	5	0	5	NA	NA	27.7	24	10	13.6	18.4	3.24	3	0	0	4	80	4	0.0013
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	1	19.1	37.6	3.9	10	0	4	0	186	0	0.0021
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	2	16.8	34	3.57	10	0	4	0	186	0	0.0023
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	3	15.2	30.1	3.41	10	0	4	0	186	0	0.0021
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	4	13.8	27.1	2.9	10	0	4	0	186	0	0.0019
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	5	21.3	34.7	3.83	10	0	4	0	186	0	0.0019
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	6	19.5	26.2	2.51	10	0	4	0	186	0	0.002
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	7	22.5	29.9	3.23	10	0	4	0	186	0	0.0022
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	8	20.6	32.9	3.47	10	0	4	0	186	0	0.0023
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	9	17.5	24.9	3	10	0	4	0	186	0	0.0021
n	7/20/2007	33	7/15/2007	C	410	48	28	32	1	0	75	67	73	0	0	67	Matt.Jennis	10/24/2007	27.4	76	10	18.3	24.8	2.42	10	0	4	0	186	0	0.0016
n	7/20/2007	34	7/15/2007	C	400	200	106	100	90	0	1	0	0	0	0	0	Brian.Butala	10/24/2007	29.3	1	1	12.5	40	2.53	0	0	0	0	197	0	0.002
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	1	18.8	25.1	1.75	7	0	2	1	174	1	0.0032
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	2	20.2	30.4	2.3	7	0	2	1	174	1	0.0034
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	3	20.4	29.8	2.3	7	0	2	1	174	1	0.0032
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	4	17.9	34.1	3.64	7	0	2	1	174	1	0.003
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	5	21.3	41.5	3.34	7	0	2	1	174	1	0.003
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	6	18.7	28	2.06	7	0	2	1	174	1	0.0026
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	7	18.3	28.1	1.97	7	0	2	1	174	1	0.0028
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	8	18.4	33.2	2.24	7	0	2	1	174	1	0.0028
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	9	18.9	33.3	2.48	7	0	2	1	174	1	0.003
n	7/20/2007	35	7/15/2007	C	320	88	7	11	79	0	12	8	8	1	0	9	Brosi.Bradley	5/14/2008	20.9	70	10	20.7	40.1	3.79	7	0	2	1	174	1	0.0032
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	1	16	34.3	5.25	19	0	0	0	184	0	0.001
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	2	16.1	34.9	5.38	19	0	0	0	184	0	0.0016
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	3	16.4	35.7	3.07	19	0	0	0	184	0	0.0034
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	4	19.8	33.1	3.68	19	0	0	0	184	0	0.0032
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	5	19.8	37.9	3.22	19	0	0	0	184	0	0.0032
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	6	21.7	33.1	3.65	19	0	0	0	184	0	0.0027
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	7	17.8	33.6	3.39	19	0	0	0	184	0	0.0023
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	8	19.5	38	3.18	19	0	0	0	184	0	0.0028
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	9	19.6	34	3.22	19	0	0	0	184	0	0.0025
n	7/20/2007	36	7/15/2007	C	420	114	7	8	102	0	25	22	23	0	0	22	Rick.Pongrance	3/25/2008	29.8	34	10	18.6	33.8	3.8	19	0	0	0	184	0	0.003
n	7/20/2007	37	7/15/2007	C	100	0	0	0	0	0	0	1	0	0	0	1	Matt.Jennis	10/24/2007	41.9	0	NA	NA	NA	NA	0	17	NA	NA	NA	NA	NA
n	7/20/2007	38	7/15/2007	C	200	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Brian.Butala	10/24/2007	39.7	0	NA	NA	NA	NA	0	18	2	NA	76	NA	NA
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	1	17.9	24.6	2.05	13	0	5	4	169	4	0.0028
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	2	18	29.6	3.3	13	0	5	4	169	4	0.002
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	3	17.7	32.4	2.895	13	0	5	4	169	4	0.0018
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	4	15.2	24.8	2.12	13	0	5	4	169	4	0.0024
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	5	17.2	35.5	3.125	13	0	5	4	169	4	0.0036
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	6	17.8	21.8	2.275	13	0	5	4	169	4	0.0022
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	7	17.5	37.2	2.615	13	0	5	4	169	4	0.0033
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	8	16.4	32.3	2.25	13	0	5	4	169	4	0.0026
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	9	18.9	25.2	2.895	13	0	5	4	169	4	0.0018
n	7/20/2007	39	7/15/2007	C	300	79	29	37	24	0	33	18	18	3	0	21	Katie.Marchetto	5/14/2008	33	77	10	17.7	30.2	2.455	13	0	5	4	169	4	0.0033
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	1	15.9	32.4	2.605	13	0	1	0	235	0	0.0029
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	2	16.4	29.6	2.49	13	0	1	0	235	0	0.0031
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	3	17.2	32.4	2.11	13	0	1	0	235	0	0.0028
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	4	16	30.7	2.61	13	0	1	0	235	0	0.0027
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	5	15.1	30.1	2.17	13	0	1	0	235	0	0.0023
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	6	15.1	23.7	2.3	13	0	1	0	235	0	0.0023
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	7	17.1	29.8	2.64	13	0	1	0	235	0	0.0029
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	8	15.2	31.7	2.56	13	0	1	0	235	0	NA
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	9	12.5	24.8	2.25	13	0	1	0	235	0	0.0025
n	7/20/2007	40	7/15/2007	C	500	174	132	147	32	0	45	46	49	0	0	46	Brian.Butala	10/24/2007	29.3	11	10	12.6	25.6	2.33	13	0	1	0	235	0	0.0024
n	7/20/2007	41	7/15/2007	C	100	0	0	0	0	0	0	0	0	0	0	0	Brian.Butala	10/24/2007	43.9	0	NA	NA	NA	NA	0	20	0	NA	0	NA	NA
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	1	20.3	23.8	2.35	27	0	17	1	159	1	0.0019
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	2	21.5	28.4	2.82	27	0	17	1	159	1	0.0024
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	3	18.9	20.9	2.32	27	0	17	1	159	1	0.0019
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	4	18.5	17.4	2.2	27	0	17	1	159	1	0.0019
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	5	18.8	20.6	2.16	27	0	17	1	159	1	0.002
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	6	20	22.5	2.2	27	0	17	1	159	1	0.002
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	7	19	24.4	3	27	0	17	1	159	1	0.0018
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	8	19.2	25.4	2.44	27	0	17	1	159	1	0.0025
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	9	19.5	19.1	2.18	27	0	17	1	159	1	0.0017
n	7/20/2007	42	7/15/2007	C	300	0	0	0	0	0	0	1	0	0	0	1	NA	NA	35.8	114	10	20.9	26.7	3	27	0	17	1	159	1	0.0019
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	1	19.6	28.6	2.71	3	0	2	2	194	2	0.0017
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	2	21.4	20.7	1.71	3	0	2	2	194	2	0.0024
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	3	17.7	19.1	1.68	3	0	2	2	194	2	0.0015
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	4	21.4	22.8	2.49	3	0	2	2	194	2	0.003
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	5	18.5	17.3	1.625	3	0	2	2	194	2	0.0019
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	6	19.4	15.1	1.6	3	0	2	2	194	2	0.0017
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	7	19.4	16.6	1.66	3	0	2	2	194	2	0.0016
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	8	19.1	15.8	1.805	3	0	2	2	194	2	0.0016
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	9	21.4	29	2.97	3	0	2	2	194	2	0.0018
n	7/20/2007	43	7/15/2007	C	210	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/14/2008	31.8	189	10	20.8	28.7	3.105	3	0	2	2	194	2	0.0026
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	1	16.1	21.4	1.94	23	0	5	2	222	2	0.002
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	2	16.4	26.9	2.61	23	0	5	2	222	2	0.0027
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	3	15.9	20.9	1.95	23	0	5	2	222	2	0.0023
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	4	19.3	24.3	2.04	23	0	5	2	222	2	0.0025
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	5	16.7	23.2	2.14	23	0	5	2	222	2	0.0022
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	6	17.2	27.2	2.85	23	0	5	2	222	2	0.0027
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	7	16.1	23.4	2.23	23	0	5	2	222	2	0.0026
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	8	16.6	25	3.13	23	0	5	2	222	2	0.0013
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	9	16.1	24.6	2.16	23	0	5	2	222	2	0.0024
n	7/20/2007	44	7/15/2007	C	320	39	100	32	7	0	53	56	55	3	0	59	Caitlin.Sullivan	10/25/2007	35.3	28	10	15.8	19.5	1.9	23	0	5	2	222	2	0.0023
n	7/20/2007	45	7/15/2007	C	300	149	80	101	15	0	30	10	14	1	0	11	Brian.Butala	10/24/2007	37	9	1	17	33.3	4.53	0	1	2	NA	117	NA	NA
